,KO_n,KO_s,KO_l,KO_p
450,Pou6f1,5.7191195,0.3257466,7.10037447979801e-07
451,Bach2,5.7108216,0.32537782,7.440147202956684e-07
452,Epb41l5,5.7100964,0.39794874,7.456593314557491e-07
453,Noct,5.7091475,0.57288635,7.482962770374117e-07
454,Rmnd5a,5.7083554,0.4560478,7.502512650640412e-07
455,Shroom2,5.707086,0.35119173,7.543252275861308e-07
456,Cep112,5.7026186,0.48711774,7.726560508191075e-07
457,Babam2,5.702304,0.34857374,7.726560508191075e-07
458,Gatad2b,5.6985145,0.33663648,7.884248935101004e-07
459,Cltc,5.69438,0.37133166,8.053046337440914e-07
460,Fam234a,5.694212,0.49768463,8.053046337440914e-07
461,Slc1a2,5.686293,0.0793725,8.41835547046311e-07
462,Tecr,5.681459,0.40281203,8.64243820816343e-07
463,Pced1b,5.680185,0.3653778,8.689625358796359e-07
464,Snx29,5.678686,0.3752945,8.748560230572988e-07
465,Alpk1,5.677675,0.32521686,8.782851737880356e-07
466,Zbtb7c,5.6757894,0.44551602,8.86246948467231e-07
467,Frmd4a,5.6752577,0.11539286,8.872350867112259e-07
468,Xpo1,5.667599,0.3379651,9.24130887063707e-07
469,Ptn,5.6618443,0.30258298,9.537827266839557e-07
470,Dcc,5.6612797,0.2921289,9.550409225806961e-07
471,Mapre3,5.660147,0.5075836,9.594719718498243e-07
472,Bmp1,5.6577325,0.34110963,9.711519831382437e-07
473,Id4,5.6417527,0.31652752,1.0615850058564442e-06
474,Arfgef2,5.6375427,0.33985305,1.0857327431939e-06
475,Cpped1,5.63331,0.48720077,1.1105644043095199e-06
476,Fry,5.628956,0.30628252,1.1367471155997427e-06
477,Myo1e,5.625378,0.35113278,1.1583084185369143e-06
478,Rsrc1,5.624777,0.32518587,1.160095801862178e-06
479,Gja1,5.6238303,0.31650072,1.1642183693331256e-06
480,Gm49164,5.62293,0.46198693,1.1680448328331436e-06
481,Stxbp4,5.620547,0.42635733,1.1819935114526872e-06
482,2610507B11Rik,5.6155114,0.32549423,1.2122655021542564e-06
483,Fryl,5.611418,0.33837113,1.2389224720895071e-06
484,Mef2d,5.606277,0.3589514,1.2738309039746028e-06
485,Arhgef10l,5.6041746,0.32991347,1.2869263783706486e-06
486,A330023F24Rik,5.6020308,0.3427462,1.3004653143078739e-06
487,Apbb2,5.601327,0.339683,1.3013953068442721e-06
488,Ube3a,5.6008005,0.32456592,1.3013953068442721e-06
489,Rgl1,5.600736,0.39731368,1.3013953068442721e-06
490,Trerf1,5.6005917,0.31842926,1.3013953068442721e-06
491,Cdkal1,5.5990286,0.33148444,1.3107055658900624e-06
492,Galnt1,5.594656,0.31808326,1.3416352837262714e-06
493,Ctnnd1,5.5915194,0.33630732,1.3635356883820072e-06
494,Abhd17b,5.5902863,0.3195048,1.3706773398235334e-06
495,Hectd1,5.585037,0.35207877,1.410083584440477e-06
496,Gab1,5.584439,0.36345387,1.412302589909931e-06
497,Supt6,5.574082,0.38189316,1.4961413819217347e-06
498,Gpm6a,5.5633435,0.29703686,1.5882697696619692e-06
499,Arhgap35,5.5616927,0.3230752,1.600390960942245e-06
500,Hmgcr,5.5598226,0.3653059,1.6146331085318213e-06
501,Pum2,5.557986,0.36790103,1.628689208456008e-06
502,Gm10561,5.5544133,0.46743417,1.6592776512443134e-06
503,Hepacam,5.552938,0.33087578,1.670262281375827e-06
504,Mcu,5.552445,0.31946087,1.6718934913915107e-06
505,Aff1,5.549378,0.31418136,1.6983600159491248e-06
506,Zfp934,5.5475674,0.31348154,1.7128895462674552e-06
507,Hnrnpm,5.5455112,0.3324932,1.7299650943039247e-06
508,Abca1,5.5398855,0.3413461,1.7832039638880162e-06
509,Pja2,5.5367103,0.41000092,1.8125093965662017e-06
510,Braf,5.519719,0.32172394,1.9931557606697225e-06
511,Idh2,5.5179596,0.33747905,2.005205366913971e-06
512,Rgma,5.510732,0.31806526,2.0791518429139587e-06
513,Boc,5.510696,0.4315923,2.0791518429139587e-06
514,Tspyl2,5.506035,0.44286925,2.131082091000633e-06
515,Emx2os,5.5045385,0.3139454,2.145392337931198e-06
516,Agrn,5.4974656,0.44518954,2.229207727258229e-06
517,Arhgap42,5.49597,0.3407783,2.2441634125635504e-06
518,Slc15a2,5.494876,0.33191493,2.2540763795036404e-06
519,Rab34,5.4907126,0.49184164,2.3037441763553145e-06
520,Plcg1,5.486178,0.36473307,2.359427853490326e-06
521,Gm973,5.478447,0.32487953,2.4604632531956726e-06
522,Ctnna1,5.471297,0.4528305,2.5572947318617295e-06
523,Fgd4,5.4694805,0.30844325,2.5790527245001908e-06
524,Tut4,5.4635243,0.31393018,2.6624215970029617e-06
525,Lrp4,5.45698,0.306718,2.757514518206532e-06
526,Cep128,5.4551463,0.4151035,2.7812145053587834e-06
527,Fbxw11,5.4526105,0.32725653,2.8162117699409334e-06
528,Sema4d,5.4520845,0.31695777,2.8195961098604362e-06
529,Arhgap26,5.448602,0.32757628,2.8703080778236034e-06
530,Ikzf2,5.448161,0.41320157,2.872394550595013e-06
531,Rab2a,5.445182,0.32954407,2.9157841601561215e-06
532,Lncppara,5.4431725,0.3128222,2.943735522495431e-06
533,Ostm1,5.4373503,0.3606042,3.0355137967795817e-06
534,Sfxn1,5.4370823,0.3488706,3.0355137967795817e-06
535,Colgalt2,5.4302335,0.3872706,3.148866719341512e-06
536,Agmo,5.4227557,0.31200734,3.277839451802806e-06
537,Akap13,5.4212155,0.3632322,3.3004865884682365e-06
538,Sugp2,5.417535,0.45630547,3.3633216465121593e-06
539,Tenm3,5.410441,0.31748363,3.4932810531642213e-06
540,Aplp1,5.40562,0.35617176,3.5823903925250246e-06
541,Dtx3,5.4032083,0.54634035,3.6246766285562174e-06
542,Antxr1,5.4013867,0.30950475,3.6553937295782527e-06
543,Qk,5.3981366,0.20221269,3.715846474031589e-06
544,Mid1,5.3937078,0.30824536,3.802149016952509e-06
545,Fam228b,5.393241,0.3303792,3.805540733315106e-06
546,Tesk2,5.3846097,0.31812558,3.977358013978479e-06
547,Tcf12,5.3843856,0.33299148,3.977358013978479e-06
548,Smurf2,5.383307,0.30850586,3.994485711357899e-06
549,Dusp22,5.3767037,0.5499889,4.1367181892372534e-06
550,Dmxl1,5.375192,0.31209162,4.16452738346516e-06
551,Tbck,5.37261,0.3753161,4.217500819451487e-06
552,Scd2,5.3719344,0.3514759,4.226215227070562e-06
553,Lypd6,5.36992,0.3046602,4.262892932326523e-06
554,Abcd2,5.36977,0.31466138,4.262892932326523e-06
555,Acaa1a,5.3657045,0.45610565,4.3527382912678834e-06
556,Syn2,5.365137,0.303904,4.359144273819395e-06
557,Rftn2,5.3641105,0.31885937,4.376688576205932e-06
558,Cdc14a,5.3625603,0.37043434,4.407073168216959e-06
559,Copg2,5.3587966,0.43727544,4.492370078241846e-06
560,Arhgef40,5.346103,0.34604472,4.810926562658855e-06
561,Cntrl,5.344834,0.34615123,4.836721417782406e-06
562,Pdgfrb,5.34324,0.36931524,4.871391120698496e-06
563,Vps54,5.3427835,0.40595937,4.875609214732325e-06
564,Asph,5.3414907,0.34618258,4.90239905046257e-06
565,Lin52,5.3408666,0.33580348,4.91120775418943e-06
566,Med13,5.338509,0.3283658,4.967307384666158e-06
567,Swt1,5.3322306,0.3670511,5.133760576479898e-06
568,Trappc9,5.3306594,0.31577376,5.1698819735919295e-06
569,Mkln1,5.3294005,0.30848515,5.197320351981191e-06
570,Arap2,5.326326,0.32076335,5.277391724379744e-06
571,E130114P18Rik,5.325511,0.50136083,5.292466480139873e-06
572,Rps6ka5,5.320695,0.32719067,5.425662402948403e-06
573,Pik3c2a,5.319877,0.30328897,5.44124251026863e-06
574,Nup98,5.3189254,0.36607835,5.460902243215205e-06
575,Frmd4b,5.3146024,0.38158768,5.583084488772075e-06
576,Rai1,5.3120174,0.33939135,5.644576295491899e-06
577,Aatk,5.309766,0.36098936,5.705546532255744e-06
578,Pnn,5.306309,0.31427705,5.805386047593327e-06
579,Rb1,5.3057494,0.32551306,5.813868770848773e-06
580,Zfand3,5.3020372,0.31110796,5.92383781172795e-06
581,Prodh,5.301398,0.3140626,5.930891721172369e-06
582,Canx,5.301235,0.4245241,5.930891721172369e-06
583,Map2k5,5.3005695,0.32680663,5.943044540306427e-06
584,Trpc4ap,5.2963367,0.38582265,6.0562995372646345e-06
585,Amd1,5.296249,0.4302785,6.0562995372646345e-06
586,Spop,5.290623,0.30418923,6.235685423920502e-06
587,Ago2,5.288678,0.34222117,6.292356882720757e-06
588,Pag1,5.2863464,0.3233113,6.362974410026523e-06
589,Nek7,5.2852244,0.33250874,6.391987604084159e-06
590,Abr,5.2837024,0.2782478,6.435178108437481e-06
591,Wdr26,5.2824616,0.3228823,6.468723812605004e-06
592,Gsap,5.281799,0.31869918,6.4819718929389556e-06
593,Akap11,5.278956,0.38628846,6.572991090823072e-06
594,Rgl2,5.277073,0.41301626,6.630458065306319e-06
595,Fgfr3,5.276276,0.31258142,6.640405276437963e-06
596,Rnf144a,5.276224,0.3321823,6.640405276437963e-06
597,Aldoc,5.2711296,0.30250087,6.816765498897026e-06
598,Eda,5.269631,0.29745665,6.861950612334787e-06
599,Sema6a,5.26173,0.39089158,7.152395822123445e-06
600,Dhx30,5.2606416,0.35949883,7.1836998568695605e-06
601,Taok2,5.259254,0.38338166,7.216015842678213e-06
602,2810403D21Rik,5.259246,0.47370327,7.216015842678213e-06
603,Ubap2l,5.254211,0.29968476,7.404762296010419e-06
604,0610040J01Rik,5.251794,0.3517285,7.478977727357526e-06
605,Zc3h12b,5.2517242,0.3144362,7.478977727357526e-06
606,Epc1,5.251523,0.30634412,7.478977727357526e-06
607,Top2b,5.250321,0.37945926,7.516385830484838e-06
608,Mt3,5.2424045,0.3166147,7.8264677220261e-06
609,Rnpc3,5.242304,0.36586946,7.8264677220261e-06
610,Gabrg1,5.2419453,0.32873785,7.829704541175132e-06
611,Slc25a12,5.2389402,0.3023082,7.944428920053353e-06
612,Kansl1l,5.2386975,0.31810993,7.944428920053353e-06
613,Xpr1,5.238267,0.30617535,7.950870471870403e-06
614,Golga1,5.2370443,0.3966797,7.991539308180081e-06
615,Gse1,5.2367477,0.33678883,7.992242580067037e-06
616,Enox2,5.232378,0.35229835,8.171162138599766e-06
617,Pibf1,5.2283645,0.3265139,8.337886426767073e-06
618,Nphp3,5.2239146,0.49138352,8.527964043441088e-06
619,Sema4a,5.2235227,0.407684,8.533159698912822e-06
620,6030443J06Rik,5.222398,0.40911224,8.57223483379695e-06
621,Gm20646,5.221931,0.30919313,8.580958006334305e-06
622,Wdr20,5.221415,0.36002657,8.591981694469242e-06
623,Gprc5b,5.2191863,0.30665356,8.682969987450078e-06
624,Hnrnph1,5.2184334,0.33481243,8.705296801450376e-06
625,Sgsm2,5.2163258,0.36653495,8.791714599208352e-06
626,Wdpcp,5.210674,0.32837978,9.050293077742515e-06
627,Lsamp,5.210104,0.051709067,9.064616466898443e-06
628,Cadm2,5.209588,0.06644096,9.076329665350015e-06
629,Wdfy3,5.2006707,0.31046078,9.50867061753019e-06
630,Akap8,5.198597,0.303916,9.601089782934075e-06
631,Vwa8,5.198202,0.31192228,9.607238060413621e-06
632,Clcn4,5.195816,0.39967874,9.716901428696346e-06
633,Kdm2a,5.193572,0.29519698,9.820293935468781e-06
634,Slc12a6,5.1907396,0.35621184,9.956162791999911e-06
635,Trim33,5.1886477,0.3198686,1.0053815293379351e-05
636,Slc6a1,5.182573,0.3112586,1.037167866898043e-05
637,Camkmt,5.180876,0.35270247,1.0451140890677792e-05
638,Wapl,5.1795135,0.30470043,1.0512292910255599e-05
639,Fam172a,5.17752,0.30834606,1.0609676162020374e-05
640,Tpr,5.1771016,0.3026481,1.0617912633723824e-05
641,Aifm3,5.1753736,0.31753823,1.0701031034468747e-05
642,Atp9b,5.1750226,0.2946296,1.0705528644619458e-05
643,Med13l,5.174468,0.31323597,1.0721744448972126e-05
644,Ctsf,5.172407,0.4154389,1.0811193235816122e-05
645,Dnajc13,5.172374,0.35941228,1.0811193235816122e-05
646,Zfp438,5.167622,0.34829816,1.107352481093769e-05
647,Chd2,5.164418,0.29992384,1.1248559321391014e-05
648,Nlgn3,5.16358,0.45318514,1.1282750815093413e-05
649,Srcap,5.1622386,0.31651428,1.1347522864097852e-05
650,Vps35l,5.160263,0.36447325,1.145142278994637e-05
651,Tpcn1,5.156262,0.39956826,1.1681861119886478e-05
652,Kantr,5.154838,0.32810777,1.1740430198776292e-05
653,Epb41l2,5.1547866,0.29905638,1.1740430198776292e-05
654,Kat6a,5.1541905,0.32036254,1.1760945527599526e-05
655,Insig1,5.152452,0.36613682,1.1853556380075937e-05
656,Rhobtb3,5.149808,0.5183002,1.2004700114007322e-05
657,Ppm1b,5.148431,0.32130617,1.2075924012750751e-05
658,Lrrc58,5.1454515,0.3104019,1.2251694987778918e-05
659,Grik5,5.141569,0.30527478,1.2489832717188014e-05
660,Fbxw8,5.1402125,0.49496353,1.2562493445126893e-05
661,Mier1,5.1357474,0.37686583,1.2846237564606435e-05
662,Tox2,5.1319656,0.32722014,1.3088533673603153e-05
663,Safb,5.1277018,0.31543022,1.3350560927597017e-05
664,Atp2a2,5.123497,0.2998582,1.3616242391216202e-05
665,Etnppl,5.123278,0.8543855,1.3616242391216202e-05
666,Rbms1,5.123193,0.29825324,1.3616242391216202e-05
667,Kdm5a,5.1193156,0.3040216,1.3879611406677272e-05
668,Lifr,5.117838,0.39288804,1.3969173769487848e-05
669,Ocrl,5.1112757,0.29201937,1.4443063524846274e-05
670,Dag1,5.1051183,0.33799115,1.4900491472330214e-05
671,Adcy9,5.104019,0.30539262,1.496639073654153e-05
672,Samd4,5.1033306,0.28056377,1.5000035834054588e-05
673,Leng8,5.1021314,0.33351186,1.507441853476167e-05
674,Dis3l2,5.098089,0.29366845,1.5378390077417928e-05
675,Aacs,5.0959067,0.38790873,1.5535016182050213e-05
676,Btbd9,5.091305,0.28156224,1.58948151777605e-05
677,Gpi1,5.0882664,0.31401,1.61068864013908e-05
678,Memo1,5.0850987,0.35938233,1.6332861475336676e-05
679,Gdpd2,5.0844383,0.550753,1.6367208523923996e-05
680,Cs,5.0841265,0.29835358,1.6371592339051702e-05
681,Abtb2,5.083523,0.32490686,1.6401169522344934e-05
682,Gli2,5.081157,0.29976255,1.6583970882275742e-05
683,Grid2,5.0797772,0.18900499,1.668200896524887e-05
684,Dcaf6,5.076024,0.29677543,1.6991457229062494e-05
685,Slc25a33,5.0720105,0.420098,1.730651542151374e-05
686,Tbc1d5,5.0713577,0.295673,1.7342320281517288e-05
687,Sh3glb2,5.0704317,0.35027996,1.7395827315745593e-05
688,Parva,5.070254,0.35894552,1.7395827315745593e-05
689,Prkca,5.069712,0.28183025,1.742173882377064e-05
690,Odf2,5.069284,0.29288578,1.7434498396733416e-05
691,Cog5,5.069057,0.30948263,1.7434498396733416e-05
692,Reps1,5.067326,0.30704656,1.756994718449744e-05
693,Pot1b,5.066681,0.4291129,1.760575642389251e-05
694,Fam120c,5.064194,0.2983585,1.7813056951614737e-05
695,Phyhipl,5.0561595,0.29297444,1.8554774308649122e-05
696,Rc3h2,5.0534043,0.29205078,1.8799241284408375e-05
697,Add1,5.052022,0.29719347,1.8910451826887235e-05
698,Tmem164,5.049463,0.2935341,1.9139812611964877e-05
699,Ctdsp2,5.046504,0.61476165,1.9412430825802584e-05
700,Mrpl18,5.046169,0.3929203,1.9420516989551504e-05
701,Cyfip1,5.0395007,0.29273534,2.0082606724541242e-05
702,Fbrsl1,5.035549,0.2868875,2.047407320611495e-05
703,Cyth1,5.031873,0.30402377,2.0842857139353812e-05
704,Arhgap32,5.02601,0.29205176,2.1461365290195997e-05
705,Ptprm,5.0188417,0.31322366,2.2248177508191635e-05
706,Lrp6,5.0176344,0.33275503,2.235869846192369e-05
707,Phf21b,5.014521,0.34766847,2.269367948772095e-05
708,Aldh1a1,5.0114074,0.26651582,2.3033503638763125e-05
709,Kifc3,5.009153,0.39813003,2.32741493116665e-05
710,Map4k4,5.008833,0.31267142,2.3282101037232947e-05
711,Rnf130,5.007239,0.2964297,2.3444755956536682e-05
712,Ppp2r5c,5.006042,0.3046504,2.3556990949230245e-05
713,Micu3,5.0058126,0.29590306,2.3556990949230245e-05
714,4930488L21Rik,5.005348,0.29958266,2.358285790439953e-05
715,Phip,5.0043707,0.28285295,2.3671781778086272e-05
716,B930095G15Rik,5.000633,0.3476245,2.404824289497557e-05
717,Dclk2,5.0005736,0.2879198,2.404824289497557e-05
718,Cdk8,4.996787,0.29861665,2.449311968020227e-05
719,Il18,4.9849987,0.31018096,2.6000757288930242e-05
720,Map2k6,4.984694,0.2896241,2.6007855862630072e-05
721,Cfap100,4.9805617,0.6764069,2.6534935229074323e-05
722,Ppp4r3b,4.976432,0.38405672,2.707193444848787e-05
723,Alms1,4.976179,0.29568425,2.7072181696968026e-05
724,Stag2,4.972599,0.30166408,2.754147373996148e-05
725,Ldlr,4.969684,0.2845967,2.792260680176131e-05
726,Rb1cc1,4.968588,0.28380877,2.804467192060479e-05
727,Nsdhl,4.9672413,0.34543547,2.820363918242578e-05
728,Oplah,4.964502,0.37555802,2.8531098472691974e-05
729,Pik3ca,4.964032,0.3453313,2.8563475640490377e-05
730,Sugct,4.9637303,0.31066665,2.8571242534276203e-05
731,Marchf7,4.960385,0.30592382,2.9030550864368113e-05
732,Fam110b,4.960055,0.39985844,2.904275112437951e-05
733,Plcb4,4.953485,0.29303062,3.000282622734103e-05
734,Bcr,4.9524865,0.3184966,3.0118734637507123e-05
735,Ctcf,4.951174,0.30313215,3.0284052050406404e-05
736,Srr,4.9468193,0.30412906,3.092968740978339e-05
737,Ppp2r5e,4.9464583,0.33079904,3.0947721982127824e-05
738,Cpne2,4.944428,0.386767,3.123225604080877e-05
739,Arid1b,4.943995,0.30743834,3.1262128195383426e-05
740,Rimklb,4.9426455,0.40649408,3.1439461618866594e-05
741,Ldhb,4.9416885,0.4267686,3.155426499921194e-05
742,Tet2,4.941044,0.2809699,3.161884881820661e-05
743,Stxbp6,4.940425,0.29091683,3.1679411146041345e-05
744,Lrrc8c,4.9374843,0.31104678,3.212018849425168e-05
745,Lims1,4.9360704,0.28780526,3.2313049534443205e-05
746,Trak1,4.934621,0.29491097,3.2490355271232445e-05
747,Mbtd1,4.9343657,0.2968496,3.2490355271232445e-05
748,Trp53inp1,4.9342675,0.46016473,3.2490355271232445e-05
749,Cramp1,4.9331145,0.397964,3.264191634634036e-05
750,Pcmtd1,4.9324594,0.29777682,3.2710693417387844e-05
751,Pex14,4.9306097,0.37237915,3.298070969379345e-05
752,Pank1,4.9261036,0.29859662,3.3708007294923234e-05
753,Cspp1,4.924958,0.2980845,3.386381158679365e-05
754,Sgms1,4.921672,0.31576377,3.4394719646716414e-05
755,Arhgef9,4.921009,0.28420976,3.446857111646282e-05
756,Chpt1,4.920743,0.32075128,3.447257675473074e-05
757,Sorl1,4.9177923,0.31150436,3.495281394635053e-05
758,Itgav,4.9169874,0.28118443,3.505332347523866e-05
759,Cox10,4.916469,0.34197816,3.5102800939056686e-05
760,Ppp2r3a,4.914261,0.29387695,3.541314881705832e-05
761,Ints6,4.9136004,0.3191446,3.54889319100164e-05
762,Myh14,4.912564,0.3512549,3.5633320064200135e-05
763,N4bp2,4.9107194,0.36435628,3.5925955957162536e-05
764,Trim37,4.909445,0.29607716,3.6115803664361224e-05
765,Mtor,4.9043374,0.33996812,3.702280863570049e-05
766,Btbd7,4.9023695,0.31182393,3.7350018498063304e-05
767,Cbfa2t2,4.8993797,0.2851276,3.7876446744104845e-05
768,Cdc73,4.895255,0.28913862,3.863237483106742e-05
769,Rtn3,4.8930573,0.2942315,3.901881963160649e-05
770,Ank,4.8908544,0.27929097,3.941003783975377e-05
771,Rufy3,4.890259,0.30766597,3.948143967390496e-05
772,Tnks2,4.889343,0.2822294,3.9617333018375236e-05
773,Fbxo44,4.887571,0.43067962,3.992698491852772e-05
774,Pigs,4.8869824,0.36229876,3.9970886898679076e-05
775,Fyco1,4.886877,0.4805022,3.9970886898679076e-05
776,Pdcd4,4.8837996,0.34106874,4.055102318583135e-05
777,Farp1,4.8760147,0.21231861,4.213275357257606e-05
778,Adgrb2,4.8717146,0.3472936,4.300843588673104e-05
779,Abhd12,4.8713713,0.3983992,4.3031288458621866e-05
780,Stx8,4.8699217,0.32080162,4.329602856187205e-05
781,Mnat1,4.8672366,0.36402124,4.38355127069239e-05
782,Ate1,4.8639193,0.2885414,4.45043307902326e-05
783,Nfyc,4.863767,0.29016238,4.45043307902326e-05
784,Pik3r1,4.862913,0.29941037,4.464327677898032e-05
785,Hnrnpl,4.8624153,0.313667,4.470220444107932e-05
786,9630014M24Rik,4.861123,0.27168688,4.494130811785228e-05
787,Etv6,4.8604836,0.28384212,4.503298270314043e-05
788,Tardbp,4.857388,0.4133879,4.56879619419645e-05
789,Apc,4.856372,0.3131765,4.5868299930761205e-05
790,Fads2,4.854179,0.28605285,4.6323509400079224e-05
791,Marchf6,4.8525386,0.32923886,4.66530131419152e-05
792,Wwtr1,4.8506994,0.27574244,4.703188419860619e-05
793,Slc38a3,4.8467965,0.31216073,4.790939063082047e-05
794,Bbs9,4.844676,0.363152,4.836655139175516e-05
795,Ube3c,4.8404613,0.29477233,4.934542723707161e-05
796,Ssbp2,4.83993,0.30143538,4.941913479136003e-05
797,Supt3,4.8382583,0.34067312,4.9735203040285984e-05
798,Zfp280c,4.838194,0.30625203,4.9735203040285984e-05
799,Dnajc1,4.836373,0.29107845,5.011968939268422e-05
800,Ankfy1,4.836195,0.36226782,5.011968939268422e-05
801,Setd2,4.828864,0.2781531,5.193926605302309e-05
802,Capza1,4.828451,0.34301075,5.198599178002363e-05
803,Sgce,4.8239574,0.38284084,5.304726078328838e-05
804,Flot2,4.823088,0.39685807,5.3216828198708046e-05
805,Agl,4.822433,0.2917412,5.3281999100826445e-05
806,Arnt,4.822379,0.33712235,5.3281999100826445e-05
807,Rabep1,4.8208337,0.30401063,5.3633890304470026e-05
808,Hnrnph3,4.8156824,0.4169534,5.4956037977506956e-05
809,Mef2a,4.81551,0.31090826,5.4956037977506956e-05
810,Ralbp1,4.812814,0.29322717,5.551611869924966e-05
811,Kdm5c,4.8127627,0.29190314,5.551611869924966e-05
812,Rgs3,4.8125978,0.32764873,5.551611869924966e-05
813,Gfra1,4.8125587,0.2954154,5.551611869924966e-05
814,Luzp2,4.8113723,0.21414514,5.576328752734175e-05
815,Tnrc6b,4.8112097,0.29956335,5.576328752734175e-05
816,Stimate,4.8076606,0.35514617,5.66968344860393e-05
817,Ezh1,4.8041263,0.53446686,5.764092753440735e-05
818,Srebf2,4.8012633,0.28195065,5.840416349711766e-05
819,Pcdh17,4.8008685,0.29229614,5.845220913409704e-05
820,Osbpl11,4.79994,0.48119673,5.858936038852115e-05
821,Vgll4,4.7995815,0.29797605,5.862718833957633e-05
822,Dyrk1a,4.796161,0.27821115,5.956851032684323e-05
823,Pla2g7,4.794092,0.28943962,6.011774309460956e-05
824,Prelid3a,4.79256,0.35334733,6.050978327241113e-05
825,Apc2,4.792114,0.33276406,6.057549402232314e-05
826,Ap4s1,4.791701,0.36363497,6.063120641006682e-05
827,P4ha1,4.790994,0.33969,6.077606025406732e-05
828,Qrich1,4.790525,0.27915785,6.084929580492169e-05
829,Atf7,4.7841535,0.28702658,6.274017085971827e-05
830,Celf1,4.777785,0.28653482,6.468652422049978e-05
831,Fam222b,4.773438,0.27933267,6.602422984015855e-05
832,Slc6a11,4.7716894,0.27284142,6.65249888606518e-05
833,Bckdhb,4.770376,0.2770353,6.685961849051766e-05
834,Atn1,4.7689834,0.4728594,6.719691737252987e-05
835,Apex2,4.767268,0.29788935,6.769514214862978e-05
836,Cpt1c,4.7668786,0.34715676,6.77498822541259e-05
837,Akap9,4.7659574,0.2747939,6.798371085157991e-05
838,Ptbp2,4.7653203,0.31393132,6.812244157652183e-05
839,Golga4,4.763739,0.27455255,6.858183216630246e-05
840,Ddx3y,4.761508,0.47399887,6.926705031187696e-05
841,Rif1,4.759153,0.2926156,7.000179038447785e-05
842,Pcsk7,4.7589183,0.36484215,7.00050190114678e-05
843,Ap3m1,4.756782,0.4383821,7.067036916775435e-05
844,2210408F21Rik,4.756558,0.27107835,7.067036916775435e-05
845,Pou3f2,4.754327,0.42221057,7.137579580671381e-05
846,Scfd2,4.754056,0.31603414,7.139212246493223e-05
847,Fam184a,4.7536893,0.28041592,7.144227057186332e-05
848,Arhgap21,4.7503104,0.28428406,7.256603399878646e-05
849,Acbd5,4.745484,0.287952,7.423569382796815e-05
850,Fgd6,4.7437944,0.2944,7.477506957886008e-05
851,Zfp36l1,4.7432914,0.5116639,7.48782292419445e-05
852,Ryk,4.7403536,0.43281114,7.586173652377462e-05
853,Ddx50,4.7402015,0.2965608,7.586173652377462e-05
